"daily.time","daily.summary","daily.icon","daily.sunriseTime","daily.sunsetTime","daily.moonPhase","daily.precipIntensity","daily.precipIntensityMax","daily.precipIntensityMaxTime","daily.precipProbability","daily.temperatureHigh","daily.temperatureHighTime","daily.temperatureLow","daily.temperatureLowTime","daily.apparentTemperatureHigh","daily.apparentTemperatureHighTime","daily.apparentTemperatureLow","daily.apparentTemperatureLowTime","daily.dewPoint","daily.humidity","daily.pressure","daily.windSpeed","daily.windGust","daily.windGustTime","daily.windBearing","daily.cloudCover","daily.uvIndex","daily.uvIndexTime","daily.visibility","daily.temperatureMin","daily.temperatureMinTime","daily.temperatureMax","daily.temperatureMaxTime","daily.apparentTemperatureMin","daily.apparentTemperatureMinTime","daily.apparentTemperatureMax","daily.apparentTemperatureMaxTime","id","location","home.team","latitude","longitude","daily.precipType","daily.precipAccumulation"
2017-11-29,"Partly cloudy in the morning.","partly-cloudy-night",2017-11-29 08:00:37,2017-11-29 15:56:49,0.35,0,0,,0,41.77,1511964000,30.64,1512007200,38.91,1511964000,27.49,1512025200,31.73,0.81,1013.74,3.37,10.65,1511964000,320,0.35,0,1511913600,6.22,31.72,2017-11-29 23:00:00,41.77,2017-11-29 14:00:00,31.72,2017-11-29 23:00:00,38.91,2017-11-29 14:00:00,"1718-52","Manchester","Man City",53.48305556,-2.20027778,,
2017-11-05,"Mostly cloudy in the morning.","partly-cloudy-night",2017-11-05 07:17:24,2017-11-05 16:29:57,0.55,0.0056,0.0222,2017-11-05 00:00:00,0.78,49.5,1509890400,34.82,1509926400,48.05,1509890400,34.82,1509926400,37.89,0.85,1014.2,1.59,9.31,1509883200,293,0.41,1,1509876000,5.79,35.46,2017-11-05 23:00:00,49.5,2017-11-05 14:00:00,35.46,2017-11-05 23:00:00,48.05,2017-11-05 14:00:00,"1718-53","Manchester","Man City",53.48305556,-2.20027778,"rain",
2017-10-21,"Rain in the evening and overnight.","rain",2017-10-21 07:48:36,2017-10-21 18:00:23,0.06,0.0148,0.1058,2017-10-21 19:00:00,0.98,55.2,1508587200,48.52,1508655600,55.2,1508587200,44.38,1508648400,50,0.87,993.87,6.06,23.78,1508594400,187,0.69,1,1508576400,5.71,52.29,2017-10-21 23:00:00,55.2,2017-10-21 13:00:00,52.29,2017-10-21 23:00:00,55.2,2017-10-21 13:00:00,"1718-54","Manchester","Man City",53.48305556,-2.20027778,"rain",
2017-10-14,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-10-14 07:35:33,2017-10-14 18:16:07,0.82,0,0,,0,67.66,1507986000,56.06,1508043600,67.66,1507986000,56.06,1508043600,57.81,0.82,1019.55,4.23,11.93,1507935600,206,0.76,2,1507978800,6.22,60.01,2017-10-14 23:00:00,67.66,2017-10-14 14:00:00,60.01,2017-10-14 23:00:00,67.66,2017-10-14 14:00:00,"1718-55","Manchester","Man City",53.48305556,-2.20027778,,
2017-09-23,"Mostly cloudy until evening.","partly-cloudy-day",2017-09-23 06:58:04,2017-09-23 19:06:39,0.11,0,0,,0,63.04,1506175200,52.06,1506229200,63.04,1506175200,52.06,1506229200,53.94,0.86,1018.94,3.04,9.54,1506164400,164,0.52,2,1506160800,6.22,53.09,2017-09-23 05:00:00,63.04,2017-09-23 15:00:00,53.09,2017-09-23 05:00:00,63.04,2017-09-23 15:00:00,"1718-56","Manchester","Man City",53.48305556,-2.20027778,,
2017-09-09,"Light rain until afternoon.","rain",2017-09-09 06:33:52,2017-09-09 19:41:08,0.61,0.0152,0.0522,2017-09-09 10:00:00,0.87,59.2,1504962000,50.16,1505001600,59.2,1504962000,50.16,1505001600,50.94,0.88,996.31,2.35,10.81,1504962000,280,0.59,4,1504962000,5.82,50.29,2017-09-09 23:00:00,59.2,2017-09-09 14:00:00,50.29,2017-09-09 23:00:00,59.2,2017-09-09 14:00:00,"1718-57","Manchester","Man City",53.48305556,-2.20027778,"rain",
2017-11-18,"Light rain overnight.","rain",2017-11-18 07:29:33,2017-11-18 16:18:31,0.01,0.0024,0.0321,2017-11-18 22:00:00,0.98,52.25,1511017200,37.44,1511074800,52.25,1511017200,37.44,1511074800,42.84,0.88,1024.14,2.99,11.07,1511013600,263,0.83,1,1510999200,5.89,35.53,2017-11-18 00:00:00,52.25,2017-11-18 15:00:00,35.53,2017-11-18 00:00:00,52.25,2017-11-18 15:00:00,"1718-58","Bournemouth","Bournemouth",50.73527778,-1.83833333,"rain",
2018-05-05,"Clear throughout the day.","clear-day",2018-05-05 05:35:31,2018-05-05 20:35:06,0.67,0,0,,0,71.99,1525532400,44.38,1525582800,71.99,1525532400,44.38,1525582800,46.4,0.68,1024.84,0.48,7.52,1525528800,88,0.01,7,1525518000,5.97,44.09,2018-05-05 06:00:00,71.99,2018-05-05 16:00:00,44.09,2018-05-05 06:00:00,71.99,2018-05-05 16:00:00,"1718-59","Bournemouth","Bournemouth",50.73527778,-1.83833333,,
2018-04-18,"Mostly cloudy in the morning.","partly-cloudy-night",2018-04-18 06:07:45,2018-04-18 20:07:45,0.08,0,0,,0,69.52,1524067200,49.24,1524114000,69.52,1524067200,49.24,1524114000,51.06,0.71,1025.46,4.03,15.18,1524063600,139,0.28,6,1524052800,6.22,51.4,2018-04-18 07:00:00,69.52,2018-04-18 17:00:00,51.4,2018-04-18 07:00:00,69.52,2018-04-18 17:00:00,"1718-60","Bournemouth","Bournemouth",50.73527778,-1.83833333,,
2018-04-07,"Mostly cloudy throughout the day.","partly-cloudy-day",2018-04-07 06:31:06,2018-04-07 19:49:57,0.73,4e-04,0.0068,2018-04-07 09:00:00,0.49,58.07,1523109600,45.29,1523167200,58.07,1523109600,45.29,1523167200,45.82,0.86,1004.78,1.25,10.72,1523109600,193,0.49,4,1523098800,6.15,42.54,2018-04-07 04:00:00,58.07,2018-04-07 15:00:00,42.54,2018-04-07 04:00:00,58.07,2018-04-07 15:00:00,"1718-61","Bournemouth","Bournemouth",50.73527778,-1.83833333,"rain",
2018-03-17,"Foggy overnight.","fog",2018-03-17 06:17:51,2018-03-17 18:16:06,0.01,0.003,0.0224,2018-03-17 07:00:00,0.7,38.64,1521270000,28.97,1521352800,32.4,1521270000,19.67,1521349200,32.19,0.85,1004.08,7.66,20.96,1521284400,47,0.74,3,1521284400,5.38,30.08,2018-03-17 21:00:00,44.55,2018-03-17 00:00:00,22.99,2018-03-17 21:00:00,44.55,2018-03-17 00:00:00,"1718-62","Bournemouth","Bournemouth",50.73527778,-1.83833333,"rain",
2018-03-11,"Light rain overnight.","rain",2018-03-11 06:31:12,2018-03-11 18:06:15,0.81,0.0046,0.0404,2018-03-11 23:00:00,1,52.69,1520780400,46.22,1520838000,52.69,1520780400,43.93,1520812800,45.13,0.92,989.27,4.4,14.61,1520762400,103,0.69,3,1520769600,4.69,41.89,2018-03-11 00:00:00,52.69,2018-03-11 15:00:00,41.89,2018-03-11 00:00:00,52.69,2018-03-11 15:00:00,"1718-63","Bournemouth","Bournemouth",50.73527778,-1.83833333,"rain",
2018-02-24,"Clear throughout the day.","clear-day",2018-02-24 07:03:10,2018-02-24 17:40:50,0.3,0,0,,0,44.4,1519484400,29.53,1519538400,40.06,1519484400,23.12,1519542000,25.21,0.68,1019.87,5.38,14.43,1519480800,57,0.03,2,1519470000,5.96,27.81,2018-02-24 07:00:00,44.4,2018-02-24 15:00:00,23.03,2018-02-24 08:00:00,40.06,2018-02-24 15:00:00,"1718-64","Bournemouth","Bournemouth",50.73527778,-1.83833333,,
2018-02-03,"Mostly cloudy throughout the day.","partly-cloudy-day",2018-02-03 07:41:16,2018-02-03 17:03:36,0.61,0.0028,0.0137,2018-02-03 11:00:00,0.84,43.23,1517666400,36.63,1517731200,42.98,1517659200,30.15,1517731200,38.06,0.92,1007.72,1.39,9.49,1517662800,357,0.73,1,1517652000,5.44,37.91,2018-02-03 06:00:00,43.23,2018-02-03 14:00:00,35.71,2018-02-03 23:00:00,42.98,2018-02-03 12:00:00,"1718-65","Bournemouth","Bournemouth",50.73527778,-1.83833333,"rain",
2018-01-14,"Mostly cloudy throughout the day.","partly-cloudy-day",2018-01-14 08:04:49,2018-01-14 16:30:11,0.92,0,0,,0,43.25,1515934800,41.21,1515960000,43.25,1515934800,41.09,1515970800,35.85,0.8,1017.51,1.42,7.96,1515970800,73,0.89,1,1515927600,5.82,39.68,2018-01-14 08:00:00,43.77,2018-01-14 23:00:00,37.76,2018-01-14 06:00:00,43.25,2018-01-14 13:00:00,"1718-66","Bournemouth","Bournemouth",50.73527778,-1.83833333,,
2017-12-30,"Light rain starting in the evening.","rain",2017-12-30 08:10:32,2017-12-30 16:11:47,0.4,0.0116,0.0501,2017-12-30 01:00:00,1,55.48,1514635200,47.97,1514667600,55.48,1514635200,45.93,1514667600,49.16,0.89,998.16,7.38,21.43,1514617200,244,0.56,1,1514635200,5.27,45.6,2017-12-30 00:00:00,55.48,2017-12-30 12:00:00,43.47,2017-12-30 00:00:00,55.48,2017-12-30 12:00:00,"1718-67","Bournemouth","Bournemouth",50.73527778,-1.83833333,"rain",
2017-12-26,"Rain starting in the afternoon, continuing until evening.","rain",2017-12-26 08:10:03,2017-12-26 16:08:29,0.26,0.0163,0.1001,2017-12-26 19:00:00,1,46.79,1514289600,35.61,1514354400,44.41,1514293200,25.77,1514358000,40.24,0.9,993.46,4.76,17.35,1514314800,217,0.47,1,1514289600,5.57,38.68,2017-12-26 06:00:00,46.79,2017-12-26 20:00:00,34.66,2017-12-26 05:00:00,45.13,2017-12-26 21:00:00,"1718-68","Bournemouth","Bournemouth",50.73527778,-1.83833333,"rain",
2017-12-17,"Light rain in the afternoon.","rain",2017-12-17 08:05:53,2017-12-17 16:04:01,0.97,0.0012,0.0142,2017-12-17 13:00:00,0.89,49.76,1513537200,35.98,1513584000,46.16,1513522800,35.98,1513584000,39.47,0.93,1023.69,2.85,12.79,1513530000,257,0.66,1,1513512000,5.21,30.79,2017-12-17 07:00:00,50.67,2017-12-17 23:00:00,30.79,2017-12-17 07:00:00,50.67,2017-12-17 23:00:00,"1718-69","Bournemouth","Bournemouth",50.73527778,-1.83833333,"rain",
2017-12-03,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-12-03 07:51:48,2017-12-03 16:05:44,0.49,0,0,,0,51.62,1512309600,37.86,1512370800,51.62,1512309600,37.86,1512370800,43.25,0.9,1028.13,3.48,11.1,1512306000,308,0.68,1,1512298800,5.35,42.28,2017-12-03 03:00:00,51.62,2017-12-03 14:00:00,40.5,2017-12-03 03:00:00,51.62,2017-12-03 14:00:00,"1718-70","Bournemouth","Bournemouth",50.73527778,-1.83833333,,
2017-11-29,"Partly cloudy starting in the afternoon.","partly-cloudy-night",2017-11-29 07:46:25,2017-11-29 16:08:07,0.35,0,3e-04,2017-11-29 12:00:00,0,42.8,1511967600,32.01,1512021600,38.17,1511971200,28.06,1512018000,32.23,0.8,1012.27,5.41,14.91,1511960400,333,0.43,1,1511953200,6.22,34.26,2017-11-29 03:00:00,42.8,2017-11-29 15:00:00,29.38,2017-11-29 04:00:00,38.17,2017-11-29 16:00:00,"1718-71","Bournemouth","Bournemouth",50.73527778,-1.83833333,,
2017-10-28,"Foggy in the morning.","fog",2017-10-28 07:53:40,2017-10-28 17:50:54,0.27,1e-04,0.0013,2017-10-28 08:00:00,0.28,59.66,1509199200,55.35,1509224400,59.66,1509199200,55.35,1509224400,46.16,0.89,1028.74,4.24,14.53,1509202800,289,0.41,2,1509192000,5.29,39.23,2017-10-28 05:00:00,59.66,2017-10-28 15:00:00,39.23,2017-10-28 05:00:00,59.66,2017-10-28 15:00:00,"1718-72","Bournemouth","Bournemouth",50.73527778,-1.83833333,"rain",
2017-09-30,"Light rain starting in the evening.","rain",2017-09-30 07:07:42,2017-09-30 18:49:11,0.32,0.0042,0.0337,2017-09-30 23:00:00,0.95,61.64,1506780000,57.11,1506808800,61.64,1506780000,57.11,1506808800,52.14,0.87,1016.44,4.64,15.39,1506805200,210,0.59,3,1506769200,5.69,51.13,2017-09-30 02:00:00,61.64,2017-09-30 15:00:00,51.13,2017-09-30 02:00:00,61.64,2017-09-30 15:00:00,"1718-73","Bournemouth","Bournemouth",50.73527778,-1.83833333,"rain",
2017-09-15,"Partly cloudy in the morning.","partly-cloudy-night",2017-09-15 06:44:34,2017-09-15 19:23:09,0.83,0.0012,0.0078,2017-09-15 23:00:00,0.47,59.91,1505476800,44.86,1505541600,59.91,1505476800,44.86,1505541600,47.34,0.83,1013.79,2.3,8.64,1505491200,315,0.5,4,1505473200,6.15,46.82,2017-09-15 07:00:00,59.91,2017-09-15 13:00:00,46.82,2017-09-15 07:00:00,59.91,2017-09-15 13:00:00,"1718-74","Bournemouth","Bournemouth",50.73527778,-1.83833333,"rain",
2017-08-26,"Partly cloudy throughout the day.","partly-cloudy-day",2017-08-26 06:13:56,2017-08-26 20:07:15,0.16,0,0,,0,75.12,1503756000,55.94,1503806400,75.12,1503756000,55.94,1503806400,56.58,0.79,1016.52,0.92,7.68,1503759600,284,0.5,5,1503745200,6.13,53.24,2017-08-26 06:00:00,75.12,2017-08-26 15:00:00,53.24,2017-08-26 06:00:00,75.12,2017-08-26 15:00:00,"1718-75","Bournemouth","Bournemouth",50.73527778,-1.83833333,,
2017-08-19,"Partly cloudy until evening.","partly-cloudy-day",2017-08-19 06:03:08,2017-08-19 20:21:38,0.92,1e-04,0.001,2017-08-19 12:00:00,0.12,66.4,1503158400,49.26,1503205200,66.4,1503158400,49.26,1503205200,51.3,0.74,1018.51,5.94,15.79,1503151200,270,0.39,5,1503140400,6.2,54.74,2017-08-19 07:00:00,66.4,2017-08-19 17:00:00,54.74,2017-08-19 07:00:00,66.4,2017-08-19 17:00:00,"1718-76","Bournemouth","Bournemouth",50.73527778,-1.83833333,"rain",
2018-04-08,"Mostly cloudy throughout the day.","partly-cloudy-day",2018-04-08 06:20:50,2018-04-08 19:45:50,0.76,0.0046,0.0227,2018-04-08 14:00:00,0.72,52.76,1523206800,46.9,1523257200,52.76,1523206800,45.89,1523253600,48.08,0.92,1008,0.63,6.09,1523221200,24,0.82,4,1523188800,3.5,48.51,2018-04-08 07:00:00,52.76,2018-04-08 18:00:00,48.51,2018-04-08 07:00:00,52.76,2018-04-08 18:00:00,"1718-77","London","Arsenal",51.555,-0.10861111,"rain",
2018-04-01,"Light rain overnight.","rain",2018-04-01 06:36:38,2018-04-01 19:34:09,0.54,9e-04,0.018,2018-04-01 23:00:00,0.61,45.87,1522598400,39.37,1522627200,45.87,1522598400,36.79,1522623600,36.06,0.79,1010.79,1.64,12.74,1522537200,322,0.88,3,1522576800,6.14,39.3,2018-04-01 05:00:00,45.87,2018-04-01 17:00:00,36.25,2018-04-01 04:00:00,45.87,2018-04-01 17:00:00,"1718-78","London","Arsenal",51.555,-0.10861111,"rain",
2018-03-11,"Foggy in the morning.","fog",2018-03-11 06:24:43,2018-03-11 17:58:54,0.81,0.0012,0.0118,2018-03-11 19:00:00,0.57,51.67,1520784000,46.18,1520834400,51.67,1520784000,44.97,1520838000,44.91,0.91,990.95,2.68,9.05,1520773200,100,0.59,3,1520769600,4.1,43.51,2018-03-11 05:00:00,51.67,2018-03-11 16:00:00,43.51,2018-03-11 05:00:00,51.67,2018-03-11 16:00:00,"1718-79","London","Arsenal",51.555,-0.10861111,"rain",
2018-03-01,"Mostly cloudy throughout the day.","partly-cloudy-day",2018-03-01 06:46:54,2018-03-01 17:41:31,0.48,0,0,,0,31.84,1519930800,29.77,1519977600,23.44,1519930800,20.55,1519974000,21.44,0.78,1001.32,8.89,22.33,1519930800,74,0.91,2,1519902000,3.96,24.38,2018-03-01 07:00:00,31.86,2018-03-01 20:00:00,14.67,2018-03-01 07:00:00,23.75,2018-03-01 20:00:00,"1718-80","London","Arsenal",51.555,-0.10861111,,
2018-02-03,"Mostly cloudy throughout the day.","partly-cloudy-day",2018-02-03 07:36:52,2018-02-03 16:54:10,0.61,0.0034,0.0116,2018-02-03 15:00:00,0.65,39.7,1517659200,36,1517727600,39.7,1517659200,31.17,1517731200,35.4,0.88,1008.02,0.27,7.23,1517698800,339,0.77,1,1517652000,6.09,37.76,2018-02-03 08:00:00,39.94,2018-02-03 00:00:00,35.13,2018-02-03 23:00:00,39.94,2018-02-03 00:00:00,"1718-81","London","Arsenal",51.555,-0.10861111,"rain",
2018-01-20,"Light rain in the morning and afternoon.","rain",2018-01-20 07:55:47,2018-01-20 16:29:21,0.11,0.005,0.0257,2018-01-20 15:00:00,0.75,39.79,1516456800,34.04,1516507200,39.79,1516456800,32.53,1516500000,35.57,0.91,1003.55,0.78,8.84,1516474800,46,0.73,1,1516446000,5.04,36,2018-01-20 23:00:00,39.79,2018-01-20 14:00:00,32.84,2018-01-20 21:00:00,39.79,2018-01-20 14:00:00,"1718-82","London","Arsenal",51.555,-0.10861111,"rain",
2018-01-03,"Mostly cloudy throughout the day.","partly-cloudy-day",2018-01-03 08:07:09,2018-01-03 16:05:00,0.55,0.0046,0.0631,2018-01-03 00:00:00,0.73,50.52,1514988000,43.45,1515045600,50.52,1514988000,41.6,1515031200,39.04,0.71,996.1,10.56,27.74,1514984400,265,0.61,1,1514980800,6.16,45.67,2018-01-03 07:00:00,52.21,2018-01-03 00:00:00,39.79,2018-01-03 06:00:00,52.21,2018-01-03 00:00:00,"1718-83","London","Arsenal",51.555,-0.10861111,"rain",
2017-12-22,"Overcast throughout the day.","cloudy",2017-12-22 08:05:53,2017-12-22 15:54:57,0.13,0,6e-04,2017-12-22 11:00:00,0,52.62,1513951200,48.69,1514016000,52.62,1513951200,46.3,1514016000,47.92,0.92,1035.78,1.56,5.46,1513900800,258,0.92,0,1513900800,5.12,48.6,2017-12-22 01:00:00,52.62,2017-12-22 14:00:00,47.17,2017-12-22 01:00:00,52.62,2017-12-22 14:00:00,"1718-84","London","Arsenal",51.555,-0.10861111,,
2017-08-11,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",2017-08-11 05:41:22,2017-08-11 20:32:35,0.62,0,0,,0,70.29,1502460000,61.83,1502514000,70.29,1502460000,62.02,1502492400,52.61,0.77,1019.24,3.52,13.54,1502470800,250,0.23,7,1502452800,6.21,49.69,2017-08-11 06:00:00,70.29,2017-08-11 15:00:00,49.69,2017-08-11 06:00:00,70.29,2017-08-11 15:00:00,"1718-85","London","Arsenal",51.555,-0.10861111,,
2017-12-16,"Mostly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-night",2017-12-16 08:02:18,2017-12-16 15:52:48,0.95,2e-04,0.002,2017-12-16 17:00:00,0.28,40.36,1513443600,31.61,1513483200,39.98,1513447200,31.61,1513483200,32.95,0.87,1017.72,3.28,9.14,1513382400,298,0.3,0,1513382400,6.22,32.13,2017-12-16 06:00:00,40.36,2017-12-16 17:00:00,30.06,2017-12-16 09:00:00,39.98,2017-12-16 18:00:00,"1718-86","London","Arsenal",51.555,-0.10861111,"rain",
2017-12-02,"Mostly cloudy throughout the day.","partly-cloudy-night",2017-12-02 07:47:18,2017-12-02 15:55:37,0.45,0,0,,0,43.31,1512223200,42.02,1512244800,42.68,1512226800,42.02,1512244800,35.86,0.85,1026.96,1.59,5.62,1512172800,275,0.64,1,1512212400,5.32,36.79,2017-12-02 07:00:00,43.31,2017-12-02 14:00:00,36.79,2017-12-02 07:00:00,43.01,2017-12-02 23:00:00,"1718-87","London","Arsenal",51.555,-0.10861111,,
2017-11-29,"Partly cloudy in the morning.","partly-cloudy-night",2017-11-29 07:43:06,2017-11-29 15:57:36,0.35,0,0,,0,42.23,1511967600,31.4,1512018000,38.39,1511971200,27.11,1512018000,34.05,0.83,1010.55,5.34,13.01,1511956800,332,0.62,1,1511953200,6.22,35.37,2017-11-29 07:00:00,42.23,2017-11-29 15:00:00,30.99,2017-11-29 08:00:00,38.39,2017-11-29 16:00:00,"1718-88","London","Arsenal",51.555,-0.10861111,,
2017-11-18,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-11-18 07:25:43,2017-11-18 16:08:30,0.01,0.0021,0.01,2017-11-18 17:00:00,0.67,47.38,1511002800,36.62,1511078400,47.32,1511017200,36.62,1511078400,40.34,0.87,1022.98,3.05,8.96,1511002800,260,0.8,1,1511002800,5.55,39.44,2017-11-18 05:00:00,47.38,2017-11-18 11:00:00,37.18,2017-11-18 06:00:00,47.32,2017-11-18 15:00:00,"1718-89","London","Arsenal",51.555,-0.10861111,"rain",
2017-10-28,"Mostly cloudy starting in the evening.","partly-cloudy-night",2017-10-28 07:48:42,2017-10-28 17:42:03,0.27,1e-04,9e-04,2017-10-28 08:00:00,0.24,60.41,1509202800,55.15,1509224400,60.41,1509202800,55.15,1509224400,46.46,0.86,1026.78,4.43,13.47,1509206400,268,0.2,2,1509192000,6.1,41.64,2017-10-28 06:00:00,60.41,2017-10-28 16:00:00,40.6,2017-10-28 08:00:00,60.41,2017-10-28 16:00:00,"1718-90","London","Arsenal",51.555,-0.10861111,"rain",
2017-10-01,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-10-01 07:02:45,2017-10-01 18:39:38,0.35,0.001,0.0051,2017-10-01 00:00:00,0.52,63.31,1506862800,56.73,1506927600,63.31,1506862800,56.73,1506927600,57.91,0.91,1011.07,5.45,13.58,1506870000,200,0.9,2,1506852000,5.89,56.65,2017-10-01 03:00:00,63.31,2017-10-01 14:00:00,56.65,2017-10-01 03:00:00,63.31,2017-10-01 14:00:00,"1718-91","London","Arsenal",51.555,-0.10861111,"rain",
2018-04-22,"Partly cloudy in the evening.","partly-cloudy-day",2018-04-22 05:50:45,2018-04-22 20:09:19,0.23,0.0039,0.0519,2018-04-22 01:00:00,0.65,74.26,1524405600,45.62,1524459600,74.26,1524405600,45.62,1524459600,53.35,0.72,1010.61,3.53,14.01,1524398400,233,0.17,6,1524394800,5.46,54.85,2018-04-22 06:00:00,74.26,2018-04-22 15:00:00,54.85,2018-04-22 06:00:00,74.26,2018-04-22 15:00:00,"1718-92","London","Arsenal",51.555,-0.10861111,"rain",
2017-09-09,"Partly cloudy until evening.","partly-cloudy-day",2017-09-09 06:27:38,2017-09-09 19:30:38,0.61,9e-04,0.0075,2017-09-09 17:00:00,0.49,63.84,1504962000,47.58,1505016000,63.84,1504962000,47.58,1505016000,50.43,0.83,997.64,2.95,10.85,1504965600,267,0.23,4,1504954800,6.22,50.12,2017-09-09 07:00:00,63.84,2017-09-09 14:00:00,50.12,2017-09-09 07:00:00,63.84,2017-09-09 14:00:00,"1718-93","London","Arsenal",51.555,-0.10861111,"rain",
2018-05-06,"Clear throughout the day.","clear-day",2018-05-06 05:24:06,2018-05-06 20:32:34,0.7,0,0,,0,75.91,1525615200,49.57,1525669200,75.91,1525615200,49.57,1525669200,46.4,0.6,1022.37,1.63,8.3,1525611600,91,0,7,1525604400,6.22,45.18,2018-05-06 06:00:00,75.91,2018-05-06 15:00:00,45.18,2018-05-06 06:00:00,75.91,2018-05-06 15:00:00,"1718-94","London","Arsenal",51.555,-0.10861111,,
2017-09-25,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-09-25 06:53:04,2017-09-25 18:53:29,0.17,0.0032,0.021,2017-09-25 07:00:00,0.79,63.71,1506355200,56.75,1506405600,63.71,1506355200,56.75,1506405600,57.34,0.89,1019.56,1.71,6.5,1506351600,76,0.59,3,1506340800,3.57,58.58,2017-09-25 08:00:00,63.71,2017-09-25 17:00:00,58.58,2017-09-25 08:00:00,63.71,2017-09-25 17:00:00,"1718-95","London","Arsenal",51.555,-0.10861111,"rain",
2018-01-20,"Light rain in the morning.","rain",2018-01-20 07:52:55,2018-01-20 16:32:01,0.11,0.0042,0.0233,2018-01-20 07:00:00,1,42.31,1516464000,34.16,1516510800,42.31,1516464000,32.12,1516492800,37.77,0.95,1003.32,0.55,10.01,1516406400,353,0.7,1,1516446000,4.25,36.17,2018-01-20 23:00:00,42.31,2018-01-20 16:00:00,35.08,2018-01-20 20:00:00,42.31,2018-01-20 16:00:00,"1718-96","Falmer","Brighton",50.86166667,-0.08333333,"rain",
2018-02-03,"Light rain in the afternoon.","rain",2018-02-03 07:34:38,2018-02-03 16:56:12,0.61,0.0032,0.0153,2018-02-03 13:00:00,1,38.66,1517659200,34.48,1517731200,38.66,1517659200,28.81,1517731200,35.4,0.92,1007.85,0.47,4.49,1517677200,37,0.56,1,1517652000,5.77,36,2018-02-03 20:00:00,38.66,2018-02-03 12:00:00,34.09,2018-02-03 23:00:00,38.66,2018-02-03 12:00:00,"1718-97","Falmer","Brighton",50.86166667,-0.08333333,"rain",
2018-02-24,"Clear throughout the day.","clear-day",2018-02-24 06:56:21,2018-02-24 17:33:37,0.3,0,0,,0,41.65,1519484400,28.16,1519542000,37.43,1519480800,21.51,1519542000,25.51,0.73,1020.64,5.19,13.95,1519480800,68,,2,1519470000,6.16,27.08,2018-02-24 07:00:00,41.65,2018-02-24 15:00:00,21.63,2018-02-24 06:00:00,37.43,2018-02-24 14:00:00,"1718-98","Falmer","Brighton",50.86166667,-0.08333333,,
2018-03-04,"Foggy in the morning.","fog",2018-03-04 06:39:33,2018-03-04 17:47:23,0.59,5e-04,0.0047,2018-03-04 14:00:00,0.65,44.48,1520164800,40.53,1520229600,43.49,1520182800,38.04,1520229600,41.44,0.97,990.17,3,11.52,1520204400,163,0.62,2,1520157600,4.5,39.54,2018-03-04 01:00:00,44.48,2018-03-04 12:00:00,38.15,2018-03-04 06:00:00,43.49,2018-03-04 17:00:00,"1718-99","Falmer","Brighton",50.86166667,-0.08333333,"rain",
2018-04-07,"Mostly cloudy until evening.","partly-cloudy-day",2018-04-07 06:23:55,2018-04-07 19:43:07,0.73,2e-04,0.0042,2018-04-07 22:00:00,0.45,58.94,1523098800,45.89,1523149200,58.94,1523098800,45.89,1523149200,46.82,0.88,1006.01,2.58,15.1,1523102400,185,0.43,4,1523098800,5.39,45.85,2018-04-07 03:00:00,58.94,2018-04-07 12:00:00,45.85,2018-04-07 03:00:00,58.94,2018-04-07 12:00:00,"1718-100","Falmer","Brighton",50.86166667,-0.08333333,"rain",
2018-05-04,"Partly cloudy in the morning.","partly-cloudy-day",2018-05-04 05:29:49,2018-05-04 20:26:54,0.64,0,0,,0,64.56,1525446000,42.53,1525492800,64.56,1525446000,42.53,1525492800,45.39,0.75,1023.39,0.57,7.99,1525456800,203,0.24,7,1525435200,6.04,42.53,2018-05-04 06:00:00,64.56,2018-05-04 16:00:00,42.53,2018-05-04 06:00:00,64.56,2018-05-04 16:00:00,"1718-101","Falmer","Brighton",50.86166667,-0.08333333,,
2018-03-31,"Mostly cloudy throughout the day.","partly-cloudy-day",2018-03-31 06:39:25,2018-03-31 19:31:46,0.51,2e-04,0.0028,2018-03-31 17:00:00,0.28,45.99,1522515600,38.25,1522562400,43.92,1522512000,35.22,1522551600,39.36,0.9,997.27,3.05,11.26,1522533600,250,0.72,4,1522497600,6.33,39.12,2018-03-31 00:00:00,45.99,2018-03-31 18:00:00,37.07,2018-03-31 00:00:00,43.92,2018-03-31 17:00:00,"1718-102","Falmer","Brighton",50.86166667,-0.08333333,"rain",
2018-04-17,"Mostly cloudy starting in the afternoon.","partly-cloudy-day",2018-04-17 06:02:32,2018-04-17 19:59:22,0.05,0,0,,0,62.21,1523977200,48.17,1524027600,62.21,1523977200,48.17,1524027600,46.26,0.74,1021.02,5.86,18.99,1523977200,187,0.59,5,1523970000,6.22,47.64,2018-04-17 00:00:00,62.21,2018-04-17 16:00:00,45.91,2018-04-17 00:00:00,62.21,2018-04-17 16:00:00,"1718-103","Falmer","Brighton",50.86166667,-0.08333333,,
